id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_has_profile_pic,host_identity_verified,host_since,instant_bookable,latitude,longitude,name,number_of_reviews,thumbnail_url,zipcode,bedrooms,beds;;;;
10988716,4.941642422609304,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,LA,Long Beach living very comfortable cozy,t,t,2015-06-14,f,33.770059672737354,-118.15151063895632,Long Beach style,0.0,,90814.0,1.0,1.0;;;;
16337294,3.912023005428147,Apartment,Shared room,{},1.0,1.0,Real Bed,flexible,True,LA,Crate and barrel comfy couch in Santa Monica.,t,t,2015-08-10,f,34.01975678291383,-118.48999920704736,Comfy couch just blocks from beach,0.0,,90405.0,1.0,1.0;;;;
9297230,4.787491742782046,Apartment,Entire home/apt,{},1.0,1.0,Real Bed,flexible,False,LA,Great place to stay,t,t,2013-01-14,f,34.094481390854874,-118.27408366613555,Apartment in Los Angeles,1.0,https://a0.muscache.com/im/pictures/14bc7c9f-0a2d-46ad-a6b8-ec04c7e0938c.jpg?aki_policy=small,90026.0,1.0,1.0;;;;
13711558,3.737669618283368,Apartment,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,My place is close to restaurants and dining and nightlife.,t,f,2016-11-28,t,33.90728644864138,-118.2368170209726,Compton CA LIVING ROOM,0.0,https://a0.muscache.com/im/pictures/38627864-56e2-4a2b-b850-ab1cd1f101a3.jpg?aki_policy=small,90222.0,1.0,2.0;;;;
12609202,4.174387269895637,House,Shared room,{},2.0,1.0,Real Bed,flexible,False,NYC,Nice and comfortable bedroom in a safe and quite neighborhood. Walking distance from public transportation.,t,t,2016-04-01,f,40.6998564166487,-73.75473696624843,Charming vantage room,10.0,https://a0.muscache.com/im/pictures/8a6211ae-8fdc-42a5-88e8-5af3c1845608.jpg?aki_policy=small,11412.0,1.0,1.0;;;;
15806622,5.583496308781699,House,Entire home/apt,{Essentials},12.0,4.5,Real Bed,strict,True,NYC,Exclusive big home for vacation,t,f,2017-08-05,f,40.76141468083826,-73.72108729618641,Mansion for vacation,1.0,https://a0.muscache.com/im/pictures/684e019c-a810-4359-80a5-d0aa8dfa3fc3.jpg?aki_policy=small,,7.0,7.0;;;;
19608042,5.298317366548036,Apartment,Entire home/apt,{},2.0,1.5,Real Bed,flexible,True,LA,Beautiful townhouse on historic block in west Hollywood. Tucked away in the back of a charming courtyard. Steps from Chateau Marmont and sunset plaza this location is ideal but feels removed from all of the excitement for when you want to get away but easily accessible.,t,t,2012-06-29,f,34.09441746380412,-118.36820593790377,Historic Hollywood Spanish Townhome,0.0,,90046.0,1.0,1.0;;;;
640128,3.9318256327243257,Apartment,Private room,{},1.0,1.0,Real Bed,strict,True,NYC,1 bedroom available in 6 bedroom artisan apartment at 146th and Broadway. Half a block from the 1 train & riverbank park.,t,f,2012-02-02,f,40.82800011603264,-73.9494929214749,1 bedroom by Riverbank Park,17.0,https://a0.muscache.com/im/pictures/53660089/34f04307_original.jpg?aki_policy=small,10031.0,1.0,1.0;;;;
8885567,5.703782474656202,House,Private room,{},1.0,1.0,Real Bed,flexible,False,SF,Furnished room to rent,t,f,2016-01-29,f,37.74714771778915,-122.49438622560535,Wonderful room in sunset district,0.0,https://a0.muscache.com/im/pictures/c38f4e02-7d72-408c-9dfe-0ab0c85b6439.jpg?aki_policy=small,94116.0,1.0,1.0;;;;
13979095,3.912023005428147,Villa,Private room,{},5.0,2.5,Real Bed,flexible,False,LA,高档美式豪华洋房,t,f,2015-06-30,f,33.995860018928475,-117.93987735389288,美式洋房,2.0,,91745.0,2.0,3.0;;;;
12566383,6.620073206530356,Apartment,Entire home/apt,{},5.0,1.0,Real Bed,flexible,False,NYC,$750 / 1br - 600ft² - SUPER BOWL RENTAL NYC GREAT LOCATION (Upper West Side) 72ND at COLUMBUS 1BR / 1Ba 600ft2 apartment laundry in bldg street parking wheelchair accessible  SPACIOUS ONE BEDROOM APARTMENT ONLY 20 MINUTES FROM MET LIFE STADIUM,t,f,2014-01-27,f,40.77859118232585,-73.97964179447605,SUPER BOWL RENTAL NYC LOW PRICE,0.0,https://a0.muscache.com/im/pictures/30663656/9a90d0b2_original.jpg?aki_policy=small,10024.0,1.0,1.0;;;;
4858023,4.4998096703302615,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,Private room with bathroom access,t,f,2016-09-24,f,33.8320801608341,-118.08260287910286,Fresh blankets and fresh towels,0.0,https://a0.muscache.com/im/pictures/d96663f1-a67a-4e82-b7e1-779a92790333.jpg?aki_policy=small,90715.0,1.0,1.0;;;;
16283389,4.787491742782046,Apartment,Shared room,{},4.0,2.0,Real Bed,flexible,True,LA,房间内提供中文电视、国际免长途电话、小区免费提供健身房、网球场、游泳池,t,f,2014-07-23,t,33.98926672837801,-117.9164336592094,靠近华人超市和美国超市及costco,0.0,https://a0.muscache.com/im/pictures/53b78c91-7ae5-4948-8a87-8ad162400e6c.jpg?aki_policy=small,91748.0,1.0,2.0;;;;
1967332,4.4998096703302615,Apartment,Private room,{},1.0,2.0,Real Bed,flexible,False,LA,One bedroom in a 3 bedroom apartment with great location and welcoming roommates.,t,t,2015-09-05,f,34.10439554602904,-118.13309084756844,Cozy chic apartment in Alhambra!,0.0,https://a0.muscache.com/im/pictures/dac42afc-0126-448c-a434-0e1ca0815001.jpg?aki_policy=small,91801.0,1.0,3.0;;;;
15769369,4.605170185988092,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,DC,It'll be a fun time.,t,f,2013-01-13,f,38.907617676396185,-77.03061941577558,One Room,1.0,https://a0.muscache.com/im/pictures/71d49b43-3f63-4788-b422-9059420b641b.jpg?aki_policy=small,20005.0,1.0,1.0;;;;
14634810,4.605170185988092,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,LA,Lovely home with gym and pool,t,f,2016-09-27,t,34.20097542476832,-118.37903665635952,Nice Hollywood home,0.0,https://a0.muscache.com/im/pictures/15f16ac8-c3f6-4d7b-9899-e21420435df1.jpg?aki_policy=small,91605.0,1.0,1.0;;;;
6704812,6.8977049431286375,Apartment,Private room,{},2.0,2.0,Real Bed,flexible,True,LA,This amazingly large one bedroom is located in the heart of the Noho Arts District with a private balcony and your own bathroom. It features a queen Tempurpedic bed with a remote to move it. It also has a washer/dryer in the unit. Plenty to walk to!!,t,t,2014-06-29,f,34.16140115150378,-118.36937504682888,Large Bedroom in Noho Arts District,0.0,https://a0.muscache.com/im/pictures/44251459/c75fa5a3_original.jpg?aki_policy=small,91601.0,1.0,1.0;;;;
7439885,4.605170185988092,Apartment,Private room,{Kitchen},1.0,1.0,Real Bed,flexible,False,SF,Best place ever,t,f,2017-06-20,t,37.78137940480353,-122.4521042519988,Paradise,0.0,https://a0.muscache.com/im/pictures/695cfed3-edb9-4508-ad20-2ea6b1e5b813.jpg?aki_policy=small,94118.0,1.0,1.0;;;;
15747712,3.9318256327243257,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,good ventilation,t,f,2017-04-28,f,33.770506869385144,-118.1947159780518,fangdanyuan,0.0,https://a0.muscache.com/im/pictures/d6fbad15-435e-4cfb-8e9c-5064485e6f92.jpg?aki_policy=small,90802.0,1.0,1.0;;;;
15902028,3.555348061489413,Apartment,Shared room,{},1.0,1.0,Real Bed,flexible,False,LA,Comfortable place by local college. You will have roommates but place is quiet and convenient. Shared bathroom and wifi. Any questions please ask,t,f,2016-06-20,f,34.04574223979471,-117.85119185105025,Cozy couch in Walnut CA,0.0,https://a0.muscache.com/im/pictures/fa1330fe-fc75-4f92-9f1c-130dc163b18a.jpg?aki_policy=small,91789.0,1.0,1.0;;;;
13261006,3.912023005428147,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,Very private and quite . Hiking horse riding and lots more close by Whole house As much or as little as they want I'm in the country what's not to love about that The train station is only one mile away,t,f,2015-09-22,f,34.48543056418129,-118.1253795035072,Nice quiet private ranch house,33.0,https://a0.muscache.com/im/pictures/38165109-1f28-429f-b9fd-99d0932c154e.jpg?aki_policy=small,93550.0,1.0,1.0;;;;
395975,3.688879454113936,House,Private room,{},1.0,1.0,Real Bed,flexible,False,LA,Private bedroom with a twin sized bed and desk,t,f,2016-01-18,f,33.871374587145226,-118.34399520041092,Few Miles Away from Beaches,2.0,https://a0.muscache.com/im/pictures/66a85719-7f73-4696-9735-6a0dfa00ba92.jpg?aki_policy=small,90504.0,1.0,1.0;;;;
11042240,4.248495242049359,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,       Very close to downtown San Dimas. Quite community with pool and spa.Just come in and relax.,t,t,2015-02-20,f,34.103639531147905,-117.79565484579796,Downtown San Dimas private room,1.0,https://a0.muscache.com/im/pictures/67573858/9f79568e_original.jpg?aki_policy=small,91773.0,1.0,1.0;;;;
6700172,3.8501476017100575,House,Private room,{},2.0,1.0,Real Bed,strict,False,LA,adjacent to the subway,t,f,2017-04-29,f,33.7694243975316,-118.1927862252541,clear graceceland,0.0,https://a0.muscache.com/im/pictures/092b0f7c-a455-4f3a-ab38-04292e373d83.jpg?aki_policy=small,90802.0,1.0,1.0;;;;
16806706,4.31748811353631,House,Shared room,{},2.0,0.0,Real Bed,flexible,False,LA,A quiet street to escape the hassle of the city but close enough to go and explore.,t,t,2015-11-11,f,34.17306359498998,-118.14364124039614,Pasadena getaway,0.0,https://a0.muscache.com/im/pictures/a91f7d7d-55cc-496b-a781-8d092a7c9a77.jpg?aki_policy=small,91104.0,1.0,1.0;;;;
9922119,4.605170185988092,Apartment,Entire home/apt,{},2.0,1.0,Real Bed,moderate,True,NYC,This beautiful 1 bedroom is located in lovely Bay Ridge Brooklyn and steps away from the subway and 30 mins away from the city. Want some peace and relaxation? This is the place.,t,f,2014-07-31,f,40.634311069848174,-74.025518830204,Brooklyn Beauty,8.0,https://a0.muscache.com/im/pictures/9712b1aa-df0c-4bdd-8eb3-60dfd9836df5.jpg?aki_policy=small,11209.0,1.0,1.0;;;;
8120490,6.396929655216146,House,Entire home/apt,{},5.0,1.5,Real Bed,flexible,False,NYC,Next to transportation to the big city!,t,f,2016-09-17,f,40.69370548973705,-73.76526145089791,Beautiful large house,0.0,https://a0.muscache.com/im/pictures/98093300-7352-4130-8d52-3ef49869d25b.jpg?aki_policy=small,11412.0,1.0,3.0;;;;
1974128,4.8283137373023015,Apartment,Entire home/apt,{},2.0,1.0,Real Bed,flexible,False,DC,Will elaborate later,t,t,2013-06-11,f,38.92918033540644,-77.07698717794447,English basem 1BR near DC Cathedral,0.0,https://a0.muscache.com/im/pictures/36884222/3f7e574b_original.jpg?aki_policy=small,20016.0,1.0,1.0;;;;
8192443,4.382026634673881,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,Spacious guest bedroom with access to kitchen and it's own bathroom,t,f,2016-09-18,f,33.8321986666991,-118.06941422606022,Spacious spare room + guest bath,0.0,,90716.0,1.0,1.0;;;;
7713437,6.907755278982138,Apartment,Private room,{},4.0,1.0,Real Bed,flexible,False,NYC,Penthouse,t,t,2011-01-13,f,40.678200375266144,-73.98173323659461,WTC Penthouse,0.0,https://a0.muscache.com/im/pictures/08538431-389a-40fb-ad23-b474ddd9239d.jpg?aki_policy=small,10038.0,1.0,2.0;;;;
17477317,5.4380793089231965,Apartment,Entire home/apt,{},1.0,1.0,Real Bed,flexible,False,LA,Beautiful condo in Long Beach next to amenities much more beach living,t,f,2016-09-12,f,33.78894810490611,-118.16012103281832,Condo in Long Beach,0.0,https://a0.muscache.com/im/pictures/c7e543d5-f42a-4c57-9ee4-48efb62b373f.jpg?aki_policy=small,90804.0,1.0,1.0;;;;
3262842,3.871201010907892,House,Shared room,{},2.0,1.0,Real Bed,flexible,True,LA,This is a shared space with full size bed in the living rooms it's a 70' flat screen tv,t,t,2015-09-11,f,34.118186585965226,-118.34369883103454,Full Size Bed Retreat in Living,2.0,https://a0.muscache.com/im/pictures/fcdf99d5-637e-4a63-b2e8-33a5248a7284.jpg?aki_policy=small,90068.0,1.0,1.0;;;;
14408230,6.376726947898628,Apartment,Entire home/apt,{},1.0,1.5,Real Bed,flexible,False,SF,asdfsafda,t,f,2015-03-23,f,37.790706498539535,-122.39324005740016,asdfas,0.0,https://a0.muscache.com/im/pictures/106031117/dcf10d11_original.jpg?aki_policy=small,94105.0,1.0,1.0;;;;
13027661,3.912023005428147,Apartment,Private room,{},2.0,1.0,Real Bed,flexible,False,NYC,Gorgeous room conducive for visiting. Business oriented or travelers looking for sleep over or home away.,t,f,2015-06-27,t,40.68201811750186,-73.92003735198149,NYC. CHAUNCEY 3. 20MIN to Manhattan,62.0,https://a0.muscache.com/im/pictures/41a82107-05a8-492c-9d86-0a4879970523.jpg?aki_policy=small,11233.0,1.0,1.0;;;;
4183810,3.80666248977032,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,1 bedroom in 2 bedroom 1 bath house with full house access and a large backyard for your furry friend. The bedroom includes a queen-size bed and window A/C unit. Full access to the house,t,t,2015-07-05,f,34.148147117534734,-118.01145583443252,1 Bedroom plus pets welcome,3.0,https://a0.muscache.com/im/pictures/91079155/972b8de7_original.jpg?aki_policy=small,91016.0,1.0,1.0;;;;
20322491,3.4011973816621555,Apartment,Shared room,{},1.0,1.0,Real Bed,strict,False,LA,Monthly Studio Share. In Hollywood. Clean and close to everything.. Monthly Highly Prefered can offer a fair monthly rate. Location location Laundry facility in building Close to everything in Hollywood. The location is key here. Yes. Very convenient. Parking is a lil challenge. Street parking only or Garage parking. Can work a better price for monthly stay.  Willing to work with you.,t,f,2015-09-02,f,34.10549534000768,-118.32950224105578,Hollywood❤,2.0,https://a0.muscache.com/im/pictures/d90b7dc5-83a1-41ed-a786-9ef4a8828fd0.jpg?aki_policy=small,90028.0,1.0,1.0;;;;
189821,5.298317366548036,Apartment,Private room,{},2.0,1.0,Real Bed,flexible,False,NYC,/,t,t,2012-12-08,f,40.82276764555968,-73.94980673612207,/,0.0,https://a0.muscache.com/im/pictures/53619879/7506e42e_original.jpg?aki_policy=small,10031.0,1.0,1.0;;;;
13250089,4.3694478524670215,Apartment,Private room,{},1.0,1.0,Real Bed,strict,True,LA,Great bedroom shared bath in a 2 bdrm Apartment close to Downtown Beverly Hills and Century city . KIng size bed  Next to Peninsula Hotel most expensive hotel in L.A. Santa Monica And Wilshire hub close to W Hollywood   ,t,t,2012-08-01,f,34.0639113930872,-118.41351968944484,private room in Bevely hills apt.,2.0,https://a0.muscache.com/im/pictures/67206283/3043803c_original.jpg?aki_policy=small,90212.0,1.0,1.0;;;;
7227910,6.856461984594588,Apartment,Entire home/apt,{},12.0,2.0,Real Bed,strict,True,NYC,Come travel in style and enjoy your temporary home.,t,f,2014-11-16,t,40.74837520721464,-73.99468158162331,HUGE Chic HOME 2000sq ft 2bath,0.0,https://a0.muscache.com/im/pictures/0fd55f17-5f14-4360-98be-6ee6c9e24258.jpg?aki_policy=small,10001.0,4.0,4.0;;;;
11334091,6.214608098422191,Apartment,Private room,{},2.0,1.0,Real Bed,flexible,True,NYC,Beautiful huge sun-lit private room in a 2BR. In the heart of the amazing Lower East Side and upstairs from one of the coolest bars in the city and surrounded by many more!,t,t,2014-05-25,f,40.71364245353024,-73.99036568247767,Big and beautiful sun drenched room,1.0,https://a0.muscache.com/im/pictures/52557658/1f95eb8c_original.jpg?aki_policy=small,10002.0,1.0,1.0;;;;
7735532,5.857933154483459,Apartment,Entire home/apt,{},4.0,2.0,Real Bed,flexible,False,LA,Amazing 3story loft on the west side of LA,t,t,2015-08-19,f,33.99707382097321,-118.42286184679276,Luxury 3 story loft,0.0,https://a0.muscache.com/im/pictures/7f73f428-60fe-4c1e-a0d4-94c5e43b22cc.jpg?aki_policy=small,90066.0,1.0,1.0;;;;
12546799,5.135798437050261,Condominium,Entire home/apt,{},1.0,2.0,Real Bed,flexible,False,NYC,Child friendly!,t,f,2017-09-04,f,40.679534955416,-73.96499459320476,Noahs home,0.0,https://a0.muscache.com/im/pictures/58017c9e-3336-47a7-9ab5-8ba6ca23f356.jpg?aki_policy=small,11238.0,2.0,3.0;;;;
15471042,4.442651256490317,Apartment,Private room,{},1.0,2.0,Real Bed,flexible,False,LA,Blocks away from sm Blvd and sunset strip/ plenty of attractions/ dogs and cat lovers - gay friendly,t,t,2012-07-20,f,34.09519147609321,-118.35055128362472,Plenty of room in a large 2 bedroom,1.0,https://a0.muscache.com/im/pictures/67fa30ba-83f3-4733-af64-b2af49176520.jpg?aki_policy=small,90046.0,1.0,2.0;;;;
11010969,3.8918202981106265,Apartment,Private room,{},2.0,1.0,Real Bed,flexible,False,Chicago,My friend built the building from ground up so it's new construction. Cozy space. Nice room with natural light.,t,f,2014-01-23,f,41.870187291339455,-87.68867117523611,Free parking. Comfy Queen bed. Yay!,3.0,https://a0.muscache.com/im/pictures/7e5d01d9-208c-4350-b63d-4662538e166e.jpg?aki_policy=small,60612.0,1.0,1.0;;;;
251615,6.895682697747867,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,SF,description,t,t,2014-04-12,t,37.77276638921512,-122.40648609360886,listing,0.0,https://a0.muscache.com/im/pictures/9baeae53-f41d-4d2e-8435-80b1700c5dab.jpg?aki_policy=small,94103.0,0.0,1.0;;;;
16009490,3.912023005428147,Apartment,Entire home/apt,{},1.0,1.0,Real Bed,flexible,False,LA,Studio with Chinese dividers to separate the living area. Full kitchen and bathroom.,t,t,2016-09-21,f,34.166737557867535,-118.3882777199383,Nice Studio,0.0,https://a0.muscache.com/im/pictures/70721911-4d09-4027-bb0c-ba1d0fb454b9.jpg?aki_policy=small,91601.0,0.0,1.0;;;;
10614478,4.442651256490317,Apartment,Private room,{},1.0,1.0,Real Bed,strict,True,SF,Great place to be. In the heart of the city. Right next to Trader Joes and walking distance from Union Square & Bart. Great for solo travelers and business. Girls only please- preferably professionals in their mid-20s!,t,f,2015-08-30,f,37.78756355373947,-122.41640519038226,Beautiful Private Bedroom in Nob Hill,6.0,,94109.0,1.0,1.0;;;;
267535,4.442651256490317,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,LA,Walk by  restraint and supermarket   Air con laundry wifi cable tv in room,t,f,2015-08-09,f,34.044948187539404,-118.44888239120878,5yrs old 1 bed room nice safe area,0.0,https://a0.muscache.com/im/pictures/98940411/2d9e3b67_original.jpg?aki_policy=small,90025.0,1.0,1.0;;;;
13062975,3.0445224377234235,House,Shared room,{},1.0,1.0,Real Bed,flexible,True,LA,Beautiful love seat in living room w private BR. Near Cerritos College . Perfect for solo adventures in need of place to crash .,t,f,2016-11-15,f,33.895422956388785,-118.06960544445911,Huge Love Seat w PBR,1.0,https://a0.muscache.com/im/pictures/473beee6-a172-46f7-9fc3-aca8e852b74c.jpg?aki_policy=small,90650.0,1.0,1.0;;;;
9373148,5.6167710976665735,House,Entire home/apt,{},2.0,1.0,Real Bed,flexible,False,LA,come kick it in eagle rock.,t,t,2014-07-31,f,34.124838310639696,-118.218971611482,Eagle Rock one bd house,0.0,,90041.0,1.0,1.0;;;;
4261837,4.553876891600541,Apartment,Entire home/apt,{},2.0,1.0,Real Bed,flexible,True,LA,Great location middle of Sherman oaks CA,t,t,2015-12-10,f,34.150153709881465,-118.4327132945756,1 bedroom suite,0.0,https://a0.muscache.com/im/pictures/b4333a46-76e5-4e57-bce7-55211f4ba2cc.jpg?aki_policy=small,91423.0,1.0,1.0;;;;
17692964,4.74493212836325,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,Lakewood city close to park recreation restaurant the mall and movies,t,f,2016-10-13,f,33.866330304831855,-118.1460363829147,Lakewood Gardens,0.0,https://a0.muscache.com/im/pictures/c4a8b24e-8096-4602-a646-626d5dedc4bd.jpg?aki_policy=small,90712.0,1.0,1.0;;;;
14283423,7.090076835776093,Other,Private room,{},4.0,2.0,Real Bed,flexible,False,NYC,Location is 56th st and 7th ave Sleeps up to 6      2 baths 2 TVs Maid Service free .. small kitchen with Frig/MW/DW Coffee maker and more  close to all NFL festivities in NYC  20 MINUTES TO STADIUM GO TO MANHATTAN CLUB WEBSITE 4 PIX (PHONE NUMBER HIDDEN) LOCATED IN THE HEART OF MIDTOWN MANHATTAN Walk to Central Park ... Rockefeller Plaza   Radio City Music Hall!!  FAO Schwarz  and all shopping!!! Gym .. Concierge services no charge  Walk to NFL festivities and all Broadway theaters!! BEST IN NYC  RIGHT ACROSS FRO CARNEGIE HALL AND CENTRAL PARK NEAR ALL PUBLIC TRANSPORTATION>> AIRPORTS >>PARKING GARAGES AND MORE,t,f,2013-12-12,f,40.7652602354133,-73.98052192560591,SUPERBOWL IN NYC!!! NEAR ALL SITES,0.0,,10019.0,1.0,2.0;;;;
15180140,5.1929568508902095,House,Private room,{},1.0,1.0,Real Bed,flexible,False,LA,Comfortable living in Long Beach next to the airport Golf Course,t,f,2016-09-10,f,33.818454259057496,-118.13227746832486,Long Beach lifestyle,0.0,https://a0.muscache.com/im/pictures/d03610e6-85ad-4260-a2b2-bf3e181ba663.jpg?aki_policy=small,90808.0,1.0,1.0;;;;
9505449,3.8918202981106265,Apartment,Shared room,{},2.0,1.0,Real Bed,flexible,False,LA,Very cormfortable  one bedroom with heated pool in the heart of Sherman oaks.  Walking distance to restaurants and bars. I have a mattress that you blow up and it is a double size. All the time or none of the time depends on what the guests wants to do The atmosphere of the neighborhood is young and vibrant with great restaurants and bars to check out.,t,t,2016-03-31,f,34.14915995816523,-118.46712092049776,Great spot in Sherman oaks,0.0,https://a0.muscache.com/im/pictures/4a2356f1-263e-4bda-a664-fd8231fbd7bd.jpg?aki_policy=small,91403.0,1.0,1.0;;;;
13741686,3.555348061489413,House,Shared room,{},1.0,1.0,Real Bed,flexible,False,LA,This is nice place to stay very clean,t,t,2015-05-04,f,34.53504947610865,-117.97536363672045,Great place to stay,0.0,https://a0.muscache.com/im/pictures/967952f0-fecb-49ab-a660-f386fc725eab.jpg?aki_policy=small,93543.0,1.0,1.0;;;;
7665979,4.653960350157523,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,LA,Hey these pics are part of the house the room to be rented is listed in first listing,t,t,2014-06-27,f,34.061877721465216,-118.28485797245892,1 room in 3 bedroom apt,2.0,https://a0.muscache.com/im/pictures/49610199/b3a894d1_original.jpg?aki_policy=small,90005.0,1.0,1.0;;;;
638218,4.31748811353631,Apartment,Shared room,{},1.0,1.0,Real Bed,flexible,False,LA,Cozy mattress to rest your head for the evening with patio table,t,f,2016-07-13,f,33.76470582633431,-118.14714099139816,Comfortable place to sleep,0.0,https://a0.muscache.com/im/pictures/a0b2fc40-1ee1-4182-a7a3-d074926f0fd6.jpg?aki_policy=small,90803.0,1.0,1.0;;;;
18151142,3.4011973816621555,Apartment,Shared room,{},1.0,1.0,Real Bed,flexible,False,LA,Comfortable living area nice dog friendly people,t,f,2016-08-14,f,34.15143728654905,-117.87173780606396,Comfortable living area Long Beach,0.0,https://a0.muscache.com/im/pictures/3095616a-e8a2-4fae-8c1a-fb96ad71e54e.jpg?aki_policy=small,91741.0,1.0,1.0;;;;
7790214,4.31748811353631,Apartment,Shared room,{},2.0,1.0,Real Bed,flexible,False,LA,Comfortable environment for students and travelers! Anyone interested in renting close to long beach pier. Couch is super comfy.,t,f,2016-07-29,f,33.79002838075139,-118.13524634803612,Cozy space for stays beachside,0.0,https://a0.muscache.com/im/pictures/19922c76-6fe9-4465-bf8c-8571132642d4.jpg?aki_policy=small,90815.0,1.0,1.0;;;;
16396028,5.857933154483459,Apartment,Entire home/apt,{},6.0,2.0,Real Bed,flexible,True,LA,Beautiful apt and vibes,t,t,2015-04-04,f,34.07580048802722,-118.35612361092753,Luxury apartment in the grove,0.0,,90036.0,1.0,2.0;;;;
11825175,7.3132203870903005,Apartment,Entire home/apt,{},1.0,1.0,Real Bed,flexible,False,SF,My place is good for big groups and furry friends (pets).,t,t,2013-12-19,f,37.77094384888356,-122.4056259364668,Test fancy listing = DO NOT BOOK,0.0,https://a0.muscache.com/im/pictures/f6670902-3cc0-40bd-80fb-afb0cc98a337.jpg?aki_policy=small,94103.0,1.0,1.0;;;;
2699338,4.653960350157523,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,Quiet place next to all freeways. Heart of the harbor. Minutes from downtown long beach.,t,f,2016-09-14,f,33.78568662219302,-118.25162169902433,Nice place to stay near the bay,1.0,https://a0.muscache.com/im/pictures/f73f9467-18c9-450c-afdb-c2ed63303158.jpg?aki_policy=small,90744.0,1.0,1.0;;;;
16930922,4.867534450455582,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,LA,Long Beach is where you want to be have you ever wanted to visit a place your time just stand still welcome to Long Beach,t,f,2016-10-12,f,33.783853425393005,-118.16617487987206,Long Beach is awesome,0.0,https://a0.muscache.com/im/pictures/883957ad-e281-4893-95e6-7cca629a1f89.jpg?aki_policy=small,90804.0,1.0,1.0;;;;
4434797,3.7841896339182615,House,Private room,{},2.0,1.0,Real Bed,flexible,False,LA,xiaoquhuanjingyoumeijiaotongbianlusheshiqiquan,t,f,2017-04-29,f,34.19521225482349,-118.15933574979827,sunshin garden,0.0,https://a0.muscache.com/im/pictures/8c101453-1f4a-4b58-8fae-c7d38c267ea6.jpg?aki_policy=small,91001.0,1.0,1.0;;;;
4766321,3.828641396489095,Apartment,Private room,{},1.0,1.0,Real Bed,strict,False,NYC,My place is close to Two Little Red Hens and Fairway Market. You’ll love my place because of the coziness. My place is good for solo adventurers and business travelers.,t,t,2013-12-21,f,40.77671538002296,-73.94697082518762,Basic room in great location,4.0,,10128.0,1.0,1.0;;;;
11398231,4.204692619390967,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,SF,Test,t,t,2016-11-14,t,37.77288527855583,-122.40483213304309,test Title for me,0.0,https://a0.muscache.com/im/pictures/bcb1e423-3f3d-4a26-968c-fa2394c079d4.jpg?aki_policy=small,94103.0,1.0,1.0;;;;
7455604,5.393627546352364,House,Private room,{},1.0,3.0,Real Bed,flexible,False,LA,Beautiful house in Beverly Hills . 5 min a way from Rodeo Drive . I have pool . Laundry inside the house three bedroom house two bedroom is available there is one bed in the room with the closet and private shower . There is for parking space in the house,t,f,2014-03-29,f,34.11146303645545,-118.4041019031366,Amazing location in Beverly Hills,0.0,https://a0.muscache.com/im/pictures/09925249-9643-4323-ace7-c1624612cae9.jpg?aki_policy=small,90210.0,1.0,1.0;;;;
2247557,3.688879454113936,House,Private room,{},2.0,1.0,Real Bed,strict,True,DC,Nice loft in an Elegant Townhouse! Is the first floor of the townhouse with and open space with desk and independent half bathroom.,t,t,2012-11-17,f,38.92202769321738,-76.95577608158108,Loft in townhouse!!!,5.0,https://a0.muscache.com/im/pictures/6db25ec2-8707-4767-88c6-fb531c6ea2ee.jpg?aki_policy=small,20018.0,1.0,1.0;;;;
14549287,4.605170185988092,Apartment,Private room,{},1.0,1.0,Real Bed,flexible,False,NYC,one room in bushwick apt ,t,t,2013-03-24,f,40.70902536510785,-73.93940478647143,one room bushwick,0.0,https://a0.muscache.com/im/pictures/55162426/6016bc16_original.jpg?aki_policy=small,11206.0,1.0,1.0;;;;
